DATA_ORA_MINUTI_RILEVAMENTO_BASE,anno,mese,giorno,DATA_RILEVAMENTO_BASE,num_giorno_sett,ora,ora_minuti,minuti,ID_QUARTO_D_ORA,festivo,FasciaAEEG,DATA_ORA_MINUTI_RILEVAMENTO_BASE_nodst,Fabbisogno,Prelievo,Autoproduzione,Autoproduzione_PV,PV Cittadella,PV Ex Fucine,Fev-,PV Ex Fucine Est,PV Ex Fucine Ovest,PV Aule P,DIATI/DISAT,Aule R
4/30/23 15:30,2023,4,30,4/30/23,7,15,15:30,30,63,S,F3,4/30/23 14:30,307.2,299.3,7.9,7.9,5.6,0.128,0,0.1,0.1,0.4,1.4,0.4
4/30/23 15:45,2023,4,30,4/30/23,7,15,15:45,45,64,S,F3,4/30/23 14:45,306.8,300.6,6.2,6.2,4.3,0.064,0,0.1,0.1,0.3,1.1,0.3
4/30/23 16:00,2023,4,30,4/30/23,7,16,16:00,0,65,S,F3,4/30/23 15:00,304.3,296.7,7.6,7.6,5.2,0.144,0,0.1,0.1,0.4,1.4,0.4
4/30/23 16:15,2023,4,30,4/30/23,7,16,16:15,15,66,S,F3,4/30/23 15:15,304.6,293.4,11.3,11.3,7.8,0.28,0,0.2,0.2,0.6,1.9,0.7
4/30/23 16:30,2023,4,30,4/30/23,7,16,16:30,30,67,S,F3,4/30/23 15:30,304.2,296,8.2,8.2,5.8,0.152,0,0.1,0.1,0.4,1.4,0.5
4/30/23 16:45,2023,4,30,4/30/23,7,16,16:45,45,68,S,F3,4/30/23 15:45,307.1,301.3,5.8,5.8,4.1,0.072,0,0.1,0.1,0.3,1,0.3
4/30/23 17:00,2023,4,30,4/30/23,7,17,17:00,0,69,S,F3,4/30/23 16:00,307.5,300.3,7.2,7.2,4.9,0.128,0,0.1,0.1,0.4,1.3,0.4
4/30/23 17:15,2023,4,30,4/30/23,7,17,17:15,15,70,S,F3,4/30/23 16:15,300.6,290.7,9.8,9.8,6.8,0.224,0,0.2,0.2,0.5,1.7,0.6
4/30/23 17:30,2023,4,30,4/30/23,7,17,17:30,30,71,S,F3,4/30/23 16:30,306.2,295.4,10.9,10.9,7.5,0.256,0,0.2,0.2,0.6,1.9,0.6
4/30/23 17:45,2023,4,30,4/30/23,7,17,17:45,45,72,S,F3,4/30/23 16:45,304.3,295.7,8.6,8.6,6,0.168,0,0.1,0.1,0.5,1.5,0.5
4/30/23 18:00,2023,4,30,4/30/23,7,18,18:00,0,73,S,F3,4/30/23 17:00,307.1,299,8.1,8.1,5.5,0.144,0,0.1,0.1,0.5,1.5,0.4
4/30/23 18:15,2023,4,30,4/30/23,7,18,18:15,15,74,S,F3,4/30/23 17:15,301.9,294,7.8,7.8,5.5,0.12,0,0.1,0.1,0.4,1.4,0.4
4/30/23 18:30,2023,4,30,4/30/23,7,18,18:30,30,75,S,F3,4/30/23 17:30,306.5,301.3,5.2,5.2,3.7,0.024,0,0.1,0.1,0.3,1,0.3
4/30/23 18:45,2023,4,30,4/30/23,7,18,18:45,45,76,S,F3,4/30/23 17:45,299.9,295.4,4.5,4.5,3.1,0.024,0,0.1,0,0.3,0.9,0.2
4/30/23 19:00,2023,4,30,4/30/23,7,19,19:00,0,77,S,F3,4/30/23 18:00,304.6,299.3,5.3,5.3,3.7,0.04,0,0.1,0.1,0.3,1,0.3
4/30/23 19:15,2023,4,30,4/30/23,7,19,19:15,15,78,S,F3,4/30/23 18:15,306.1,301.6,4.4,4.4,3.1,0.024,0,0.1,0.1,0.2,0.8,0.3
4/30/23 19:30,2023,4,30,4/30/23,7,19,19:30,30,79,S,F3,4/30/23 18:30,306,301.3,4.7,4.7,3.3,0.016,0,0.1,0.1,0.2,0.9,0.2
4/30/23 19:45,2023,4,30,4/30/23,7,19,19:45,45,80,S,F3,4/30/23 18:45,303.8,300.6,3.2,3.2,2.3,0,0,0,0,0.2,0.6,0.2
4/30/23 20:00,2023,4,30,4/30/23,7,20,20:00,0,81,S,F3,4/30/23 19:00,306.2,304.3,1.9,1.9,1.4,0,0,0,0,0.1,0.3,0.1
4/30/23 20:15,2023,4,30,4/30/23,7,20,20:15,15,82,S,F3,4/30/23 19:15,303.6,303.3,0.3,0.3,0.2,0,0,0,0,0,0.1,0
4/30/23 20:30,2023,4,30,4/30/23,7,20,20:30,30,83,S,F3,4/30/23 19:30,310.9,310.9,0,0,0,0,0,0,0,0,0,0
4/30/23 20:45,2023,4,30,4/30/23,7,20,20:45,45,84,S,F3,4/30/23 19:45,314.8,314.8,0,0,0,0,0,0,0,0,0,0
4/30/23 21:00,2023,4,30,4/30/23,7,21,21:00,0,85,S,F3,4/30/23 20:00,317.5,317.5,0,0,0,0,0,0,0,0,0,0
4/30/23 21:15,2023,4,30,4/30/23,7,21,21:15,15,86,S,F3,4/30/23 20:15,316.8,316.8,0,0,0,0,0,0,0,0,0,0
4/30/23 21:30,2023,4,30,4/30/23,7,21,21:30,30,87,S,F3,4/30/23 20:30,322.4,322.4,0,0,0,0,0,0,0,0,0,0
4/30/23 21:45,2023,4,30,4/30/23,7,21,21:45,45,88,S,F3,4/30/23 20:45,315.8,315.8,0,0,0,0,0,0,0,0,0,0
4/30/23 22:00,2023,4,30,4/30/23,7,22,22:00,0,89,S,F3,4/30/23 21:00,320.4,320.4,0,0,0,0,0,0,0,0,0,0
4/30/23 22:15,2023,4,30,4/30/23,7,22,22:15,15,90,S,F3,4/30/23 21:15,314.5,314.5,0,0,0,0,0,0,0,0,0,0
4/30/23 22:30,2023,4,30,4/30/23,7,22,22:30,30,91,S,F3,4/30/23 21:30,317.5,317.5,0,0,0,0,0,0,0,0,0,0
4/30/23 22:45,2023,4,30,4/30/23,7,22,22:45,45,92,S,F3,4/30/23 21:45,309.6,309.5,0,0,0,0,0,0,0,0,0,0
4/30/23 23:00,2023,4,30,4/30/23,7,23,23:00,0,93,S,F3,4/30/23 22:00,319.8,319.8,0,0,0,0,0,0,0,0,0,0
4/30/23 23:15,2023,4,30,4/30/23,7,23,23:15,15,94,S,F3,4/30/23 22:15,312.2,312.2,0,0,0,0,0,0,0,0,0,0
4/30/23 23:30,2023,4,30,4/30/23,7,23,23:30,30,95,S,F3,4/30/23 22:30,314.5,314.5,0,0,0,0,0,0,0,0,0,0
4/30/23 23:45,2023,4,30,4/30/23,7,23,23:45,45,96,S,F3,4/30/23 22:45,308.9,308.9,0,0,0,0,0,0,0,0,0,0
5/1/23 0:00,2023,5,1,5/1/23,1,0,0:00,0,1,S,F3,4/30/23 23:00,316.2,316.1,0,0,0,0,0,0,0,0,0,0
5/1/23 0:15,2023,5,1,5/1/23,1,0,0:15,15,2,S,F3,4/30/23 23:15,308.9,308.9,0,0,0,0,0,0,0,0,0,0
5/1/23 0:30,2023,5,1,5/1/23,1,0,0:30,30,3,S,F3,4/30/23 23:30,309.2,309.2,0,0,0,0,0,0,0,0,0,0
5/1/23 0:45,2023,5,1,5/1/23,1,0,0:45,45,4,S,F3,4/30/23 23:45,305.6,305.6,0,0,0,0,0,0,0,0,0,0
5/1/23 1:00,2023,5,1,5/1/23,1,1,1:00,0,5,S,F3,5/1/23 0:00,308.2,308.2,0,0,0,0,0,0,0,0,0,0
5/1/23 1:15,2023,5,1,5/1/23,1,1,1:15,15,6,S,F3,5/1/23 0:15,303.3,303.3,0,0,0,0,0,0,0,0,0,0
5/1/23 1:30,2023,5,1,5/1/23,1,1,1:30,30,7,S,F3,5/1/23 0:30,309.2,309.2,0,0,0,0,0,0,0,0,0,0
5/1/23 1:45,2023,5,1,5/1/23,1,1,1:45,45,8,S,F3,5/1/23 0:45,305.6,305.6,0,0,0,0,0,0,0,0,0,0
5/1/23 2:00,2023,5,1,5/1/23,1,2,2:00,0,9,S,F3,5/1/23 1:00,308.2,308.2,0,0,0,0,0,0,0,0,0,0
5/1/23 2:15,2023,5,1,5/1/23,1,2,2:15,15,10,S,F3,5/1/23 1:15,303.9,303.9,0,0,0,0,0,0,0,0,0,0
5/1/23 2:30,2023,5,1,5/1/23,1,2,2:30,30,11,S,F3,5/1/23 1:30,308.6,308.6,0,0,0,0,0,0,0,0,0,0
5/1/23 2:45,2023,5,1,5/1/23,1,2,2:45,45,12,S,F3,5/1/23 1:45,304.6,304.6,0,0,0,0,0,0,0,0,0,0
5/1/23 3:00,2023,5,1,5/1/23,1,3,3:00,0,13,S,F3,5/1/23 2:00,308.9,308.9,0,0,0,0,0,0,0,0,0,0
5/1/23 3:15,2023,5,1,5/1/23,1,3,3:15,15,14,S,F3,5/1/23 2:15,301.6,301.6,0,0,0,0,0,0,0,0,0,0
5/1/23 3:30,2023,5,1,5/1/23,1,3,3:30,30,15,S,F3,5/1/23 2:30,308.9,308.9,0,0,0,0,0,0,0,0,0,0
5/1/23 3:45,2023,5,1,5/1/23,1,3,3:45,45,16,S,F3,5/1/23 2:45,303.3,303.3,0,0,0,0,0,0,0,0,0,0
5/1/23 4:00,2023,5,1,5/1/23,1,4,4:00,0,17,S,F3,5/1/23 3:00,303.6,303.6,0,0,0,0,0,0,0,0,0,0
5/1/23 4:15,2023,5,1,5/1/23,1,4,4:15,15,18,S,F3,5/1/23 3:15,303.6,303.6,0,0,0,0,0,0,0,0,0,0
5/1/23 4:30,2023,5,1,5/1/23,1,4,4:30,30,19,S,F3,5/1/23 3:30,306.2,306.2,0,0,0,0,0,0,0,0,0,0
5/1/23 4:45,2023,5,1,5/1/23,1,4,4:45,45,20,S,F3,5/1/23 3:45,299.6,299.6,0,0,0,0,0,0,0,0,0,0
5/1/23 5:00,2023,5,1,5/1/23,1,5,5:00,0,21,S,F3,5/1/23 4:00,306.9,306.9,0,0,0,0,0,0,0,0,0,0
5/1/23 5:15,2023,5,1,5/1/23,1,5,5:15,15,22,S,F3,5/1/23 4:15,315.2,315.1,0,0,0,0,0,0,0,0,0,0
5/1/23 5:30,2023,5,1,5/1/23,1,5,5:30,30,23,S,F3,5/1/23 4:30,317.5,317.5,0,0,0,0,0,0,0,0,0,0
5/1/23 5:45,2023,5,1,5/1/23,1,5,5:45,45,24,S,F3,5/1/23 4:45,318.1,318.1,0,0,0,0,0,0,0,0,0,0
5/1/23 6:00,2023,5,1,5/1/23,1,6,6:00,0,25,S,F3,5/1/23 5:00,321.1,321.1,0,0,0,0,0,0,0,0,0,0
5/1/23 6:15,2023,5,1,5/1/23,1,6,6:15,15,26,S,F3,5/1/23 5:15,326.7,326.7,0,0,0,0,0,0,0,0,0,0
5/1/23 6:30,2023,5,1,5/1/23,1,6,6:30,30,27,S,F3,5/1/23 5:30,319.1,319.1,0,0,0,0,0,0,0,0,0,0
5/1/23 6:45,2023,5,1,5/1/23,1,6,6:45,45,28,S,F3,5/1/23 5:45,312.5,312.5,0,0,0,0,0,0,0,0,0,0
5/1/23 7:00,2023,5,1,5/1/23,1,7,7:00,0,29,S,F3,5/1/23 6:00,314.3,314.2,0.1,0.1,0.1,0,0,0,0,0,0.1,0
5/1/23 7:15,2023,5,1,5/1/23,1,7,7:15,15,30,S,F3,5/1/23 6:15,316.6,316.5,0.1,0.1,0.1,0,0,0,0,0,0,0
5/1/23 7:30,2023,5,1,5/1/23,1,7,7:30,30,31,S,F3,5/1/23 6:30,315.1,315.1,0,0,0,0,0,0,0,0,0,0
5/1/23 7:45,2023,5,1,5/1/23,1,7,7:45,45,32,S,F3,5/1/23 6:45,318.1,318.1,0,0,0,0,0,0,0,0,0,0
5/1/23 8:00,2023,5,1,5/1/23,1,8,8:00,0,33,S,F3,5/1/23 7:00,316.1,316.1,0,0,0,0,0,0,0,0,0,0
5/1/23 8:15,2023,5,1,5/1/23,1,8,8:15,15,34,S,F3,5/1/23 7:15,316.2,316.1,0.1,0.1,0,0,0,0,0,0,0.1,0
5/1/23 8:30,2023,5,1,5/1/23,1,8,8:30,30,35,S,F3,5/1/23 7:30,317.4,316.8,0.6,0.6,0.4,0,0,0,0,0,0.2,0
5/1/23 8:45,2023,5,1,5/1/23,1,8,8:45,45,36,S,F3,5/1/23 7:45,315.1,312.5,2.6,2.6,1.9,0,0,0,0,0.1,0.5,0.1
5/1/23 9:00,2023,5,1,5/1/23,1,9,9:00,0,37,S,F3,5/1/23 8:00,313.1,309.2,3.9,3.9,2.7,0.016,0,0,0.1,0.2,0.7,0.2
5/1/23 9:15,2023,5,1,5/1/23,1,9,9:15,15,38,S,F3,5/1/23 8:15,318.4,312.5,5.9,5.9,4.2,0.08,0,0.1,0.1,0.3,1,0.3
5/1/23 9:30,2023,5,1,5/1/23,1,9,9:30,30,39,S,F3,5/1/23 8:30,318,312.5,5.5,5.5,3.8,0.072,0,0.1,0.1,0.3,1,0.3
5/1/23 9:45,2023,5,1,5/1/23,1,9,9:45,45,40,S,F3,5/1/23 8:45,318.9,314.8,4.1,4.1,2.9,0.024,0,0,0,0.2,0.7,0.2
5/1/23 10:00,2023,5,1,5/1/23,1,10,10:00,0,41,S,F3,5/1/23 9:00,316.4,307.2,9.2,9.2,6.3,0.176,0,0.1,0.1,0.5,1.7,0.5
5/1/23 10:15,2023,5,1,5/1/23,1,10,10:15,15,42,S,F3,5/1/23 9:15,314.4,301,13.4,13.4,9.2,0.344,0,0.2,0.2,0.8,2.4,0.8
5/1/23 10:30,2023,5,1,5/1/23,1,10,10:30,30,43,S,F3,5/1/23 9:30,322.9,306.2,16.7,16.7,11.5,0.408,0,0.3,0.2,1,2.9,0.9
5/1/23 10:45,2023,5,1,5/1/23,1,10,10:45,45,44,S,F3,5/1/23 9:45,314,299.3,14.7,14.7,10.1,0.336,0,0.2,0.2,0.9,2.6,0.7
5/1/23 11:00,2023,5,1,5/1/23,1,11,11:00,0,45,S,F3,5/1/23 10:00,318.8,309.5,9.2,9.2,6.3,0.136,0,0.1,0.1,0.5,1.8,0.4
5/1/23 11:15,2023,5,1,5/1/23,1,11,11:15,15,46,S,F3,5/1/23 10:15,317.3,310.5,6.8,6.8,4.6,0.064,0,0.1,0.1,0.4,1.4,0.3
5/1/23 11:30,2023,5,1,5/1/23,1,11,11:30,30,47,S,F3,5/1/23 10:30,318.1,312.5,5.6,5.6,4,0.04,0,0,0.1,0.3,1,0.3
5/1/23 11:45,2023,5,1,5/1/23,1,11,11:45,45,48,S,F3,5/1/23 10:45,315.8,310.5,5.3,5.3,3.6,0.04,0,0.1,0.1,0.3,1,0.3
5/1/23 12:00,2023,5,1,5/1/23,1,12,12:00,0,49,S,F3,5/1/23 11:00,319.3,308.9,10.4,10.4,7.2,0.24,0,0.1,0.2,0.6,1.7,0.6
5/1/23 12:15,2023,5,1,5/1/23,1,12,12:15,15,50,S,F3,5/1/23 11:15,315.7,307.9,7.8,7.8,5.5,0.12,0,0.1,0.1,0.4,1.4,0.4
5/1/23 12:30,2023,5,1,5/1/23,1,12,12:30,30,51,S,F3,5/1/23 11:30,319,308.2,10.8,10.8,7.3,0.224,0,0.2,0.1,0.6,2.1,0.6
5/1/23 12:45,2023,5,1,5/1/23,1,12,12:45,45,52,S,F3,5/1/23 11:45,318.3,306.2,12.1,12.1,8.4,0.272,0,0.2,0.2,0.7,2,0.7
5/1/23 13:00,2023,5,1,5/1/23,1,13,13:00,0,53,S,F3,5/1/23 12:00,314.3,297.7,16.7,16.7,11.4,0.472,0,0.3,0.3,0.9,2.9,1
5/1/23 13:15,2023,5,1,5/1/23,1,13,13:15,15,54,S,F3,5/1/23 12:15,320.2,302.9,17.3,17.3,11.8,0.464,0,0.3,0.3,1,3,1
5/1/23 13:30,2023,5,1,5/1/23,1,13,13:30,30,55,S,F3,5/1/23 12:30,317.4,300.6,16.8,16.8,11.6,0.424,0,0.3,0.2,0.9,2.9,0.9
5/1/23 13:45,2023,5,1,5/1/23,1,13,13:45,45,56,S,F3,5/1/23 12:45,316,299.6,16.4,16.4,11.2,0.408,0,0.3,0.2,1,3,0.9
5/1/23 14:00,2023,5,1,5/1/23,1,14,14:00,0,57,S,F3,5/1/23 13:00,316.6,301.9,14.6,14.6,10.1,0.344,0,0.2,0.2,0.8,2.7,0.7
5/1/23 14:15,2023,5,1,5/1/23,1,14,14:15,15,58,S,F3,5/1/23 13:15,313.6,299,14.6,14.6,9.9,0.344,0,0.2,0.2,0.8,2.7,0.8
5/1/23 14:30,2023,5,1,5/1/23,1,14,14:30,30,59,S,F3,5/1/23 13:30,318.5,304.9,13.6,13.6,9.4,0.312,0,0.2,0.2,0.7,2.4,0.7
5/1/23 14:45,2023,5,1,5/1/23,1,14,14:45,45,60,S,F3,5/1/23 13:45,315.1,295.7,19.4,19.4,13.1,0.568,0,0.3,0.3,1.1,3.5,1.1
5/1/23 15:00,2023,5,1,5/1/23,1,15,15:00,0,61,S,F3,5/1/23 14:00,315.7,288.8,26.9,26.9,18.3,0.8,0,0.5,0.4,1.6,4.8,1.5
5/1/23 15:15,2023,5,1,5/1/23,1,15,15:15,15,62,S,F3,5/1/23 14:15,315.7,294.4,21.3,21.3,14.8,0.576,0,0.3,0.3,1.2,3.6,1.1
5/1/23 15:30,2023,5,1,5/1/23,1,15,15:30,30,63,S,F3,5/1/23 14:30,317,301.6,15.4,15.4,10.5,0.408,0,0.2,0.3,0.9,2.7,0.9
5/1/23 15:45,2023,5,1,5/1/23,1,15,15:45,45,64,S,F3,5/1/23 14:45,313.3,302.6,10.7,10.7,7.5,0.24,0,0.1,0.2,0.6,1.8,0.6
5/1/23 16:00,2023,5,1,5/1/23,1,16,16:00,0,65,S,F3,5/1/23 15:00,313.8,304.6,9.2,9.2,6.1,0.208,0,0.2,0.1,0.5,1.8,0.5
5/1/23 16:15,2023,5,1,5/1/23,1,16,16:15,15,66,S,F3,5/1/23 15:15,310.5,294.4,16.1,16.1,11.3,0.384,0,0.3,0.2,0.9,2.8,0.8
5/1/23 16:30,2023,5,1,5/1/23,1,16,16:30,30,67,S,F3,5/1/23 15:30,312.2,296.7,15.6,15.6,10.6,0.4,0,0.2,0.2,0.9,2.8,0.8
5/1/23 16:45,2023,5,1,5/1/23,1,16,16:45,45,68,S,F3,5/1/23 15:45,313.6,297.7,16,16,10.9,0.416,0,0.3,0.3,0.9,2.8,0.9
5/1/23 17:00,2023,5,1,5/1/23,1,17,17:00,0,69,S,F3,5/1/23 16:00,311.6,298.6,13,13,9.1,0.288,0,0.2,0.2,0.7,2.2,0.7
5/1/23 17:15,2023,5,1,5/1/23,1,17,17:15,15,70,S,F3,5/1/23 16:15,315.2,305.6,9.6,9.6,6.6,0.184,0,0.1,0.1,0.5,1.7,0.5
5/1/23 17:30,2023,5,1,5/1/23,1,17,17:30,30,71,S,F3,5/1/23 16:30,313.5,305.3,8.2,8.2,5.7,0.152,0,0.1,0.1,0.4,1.5,0.5
5/1/23 17:45,2023,5,1,5/1/23,1,17,17:45,45,72,S,F3,5/1/23 16:45,311.5,300.6,10.9,10.9,7.4,0.232,0,0.2,0.1,0.6,2,0.6
5/1/23 18:00,2023,5,1,5/1/23,1,18,18:00,0,73,S,F3,5/1/23 17:00,311.7,297,14.7,14.7,10,0.384,0,0.3,0.2,0.9,2.7,0.8
5/1/23 18:15,2023,5,1,5/1/23,1,18,18:15,15,74,S,F3,5/1/23 17:15,313.2,295.7,17.5,17.5,12.1,0.464,0,0.3,0.3,1,3,1
5/1/23 18:30,2023,5,1,5/1/23,1,18,18:30,30,75,S,F3,5/1/23 17:30,314,303.6,10.4,10.4,7.2,0.24,0,0.1,0.2,0.6,1.7,0.6
5/1/23 18:45,2023,5,1,5/1/23,1,18,18:45,45,76,S,F3,5/1/23 17:45,311,306.2,4.8,4.8,3.4,0.04,0,0,0.1,0.2,0.8,0.3
5/1/23 19:00,2023,5,1,5/1/23,1,19,19:00,0,77,S,F3,5/1/23 18:00,311.5,309.2,2.3,2.3,1.6,0,0,0,0,0.1,0.4,0.1
5/1/23 19:15,2023,5,1,5/1/23,1,19,19:15,15,78,S,F3,5/1/23 18:15,309.6,306.9,2.7,2.7,1.9,0,0,0,0,0.1,0.5,0.1
5/1/23 19:30,2023,5,1,5/1/23,1,19,19:30,30,79,S,F3,5/1/23 18:30,314.2,311.5,2.7,2.7,1.9,0,0,0,0,0.1,0.5,0.2
5/1/23 19:45,2023,5,1,5/1/23,1,19,19:45,45,80,S,F3,5/1/23 18:45,303.4,302.3,1.2,1.2,0.8,0,0,0,0,0.1,0.2,0.1
5/1/23 20:00,2023,5,1,5/1/23,1,20,20:00,0,81,S,F3,5/1/23 19:00,307.1,306.9,0.2,0.2,0.2,0,0,0,0,0,0,0
5/1/23 20:15,2023,5,1,5/1/23,1,20,20:15,15,82,S,F3,5/1/23 19:15,303.3,303.3,0,0,0,0,0,0,0,0,0,0
5/1/23 20:30,2023,5,1,5/1/23,1,20,20:30,30,83,S,F3,5/1/23 19:30,310.2,310.2,0,0,0,0,0,0,0,0,0,0
5/1/23 20:45,2023,5,1,5/1/23,1,20,20:45,45,84,S,F3,5/1/23 19:45,312.8,312.8,0,0,0,0,0,0,0,0,0,0
5/1/23 21:00,2023,5,1,5/1/23,1,21,21:00,0,85,S,F3,5/1/23 20:00,318.5,318.5,0,0,0,0,0,0,0,0,0,0
5/1/23 21:15,2023,5,1,5/1/23,1,21,21:15,15,86,S,F3,5/1/23 20:15,314.5,314.5,0,0,0,0,0,0,0,0,0,0
5/1/23 21:30,2023,5,1,5/1/23,1,21,21:30,30,87,S,F3,5/1/23 20:30,317.5,317.5,0,0,0,0,0,0,0,0,0,0
5/1/23 21:45,2023,5,1,5/1/23,1,21,21:45,45,88,S,F3,5/1/23 20:45,314.2,314.2,0,0,0,0,0,0,0,0,0,0
5/1/23 22:00,2023,5,1,5/1/23,1,22,22:00,0,89,S,F3,5/1/23 21:00,315.2,315.2,0,0,0,0,0,0,0,0,0,0
5/1/23 22:15,2023,5,1,5/1/23,1,22,22:15,15,90,S,F3,5/1/23 21:15,315.2,315.2,0,0,0,0,0,0,0,0,0,0
5/1/23 22:30,2023,5,1,5/1/23,1,22,22:30,30,91,S,F3,5/1/23 21:30,315.8,315.8,0,0,0,0,0,0,0,0,0,0
5/1/23 22:45,2023,5,1,5/1/23,1,22,22:45,45,92,S,F3,5/1/23 21:45,314.5,314.5,0,0,0,0,0,0,0,0,0,0
5/1/23 23:00,2023,5,1,5/1/23,1,23,23:00,0,93,S,F3,5/1/23 22:00,312.5,312.5,0,0,0,0,0,0,0,0,0,0
5/1/23 23:15,2023,5,1,5/1/23,1,23,23:15,15,94,S,F3,5/1/23 22:15,308.9,308.9,0,0,0,0,0,0,0,0,0,0
5/1/23 23:30,2023,5,1,5/1/23,1,23,23:30,30,95,S,F3,5/1/23 22:30,304.6,304.6,0,0,0,0,0,0,0,0,0,0
5/1/23 23:45,2023,5,1,5/1/23,1,23,23:45,45,96,S,F3,5/1/23 22:45,304.3,304.3,0,0,0,0,0,0,0,0,0,0
5/2/23 0:00,2023,5,2,5/2/23,2,0,0:00,0,1,N,F3,5/1/23 23:00,302.9,302.9,0,0,0,0,0,0,0,0,0,0
5/2/23 0:15,2023,5,2,5/2/23,2,0,0:15,15,2,N,F3,5/1/23 23:15,302.6,302.6,0,0,0,0,0,0,0,0,0,0
5/2/23 0:30,2023,5,2,5/2/23,2,0,0:30,30,3,N,F3,5/1/23 23:30,302.9,302.9,0,0,0,0,0,0,0,0,0,0
5/2/23 0:45,2023,5,2,5/2/23,2,0,0:45,45,4,N,F3,5/1/23 23:45,301.9,301.9,0,0,0,0,0,0,0,0,0,0
5/2/23 1:00,2023,5,2,5/2/23,2,1,1:00,0,5,N,F3,5/2/23 0:00,301.9,301.9,0,0,0,0,0,0,0,0,0,0
5/2/23 1:15,2023,5,2,5/2/23,2,1,1:15,15,6,N,F3,5/2/23 0:15,303.6,303.6,0,0,0,0,0,0,0,0,0,0
5/2/23 1:30,2023,5,2,5/2/23,2,1,1:30,30,7,N,F3,5/2/23 0:30,301,301,0,0,0,0,0,0,0,0,0,0
5/2/23 1:45,2023,5,2,5/2/23,2,1,1:45,45,8,N,F3,5/2/23 0:45,300,300,0,0,0,0,0,0,0,0,0,0
5/2/23 2:00,2023,5,2,5/2/23,2,2,2:00,0,9,N,F3,5/2/23 1:00,301.6,301.6,0,0,0,0,0,0,0,0,0,0
5/2/23 2:15,2023,5,2,5/2/23,2,2,2:15,15,10,N,F3,5/2/23 1:15,301,301,0,0,0,0,0,0,0,0,0,0
5/2/23 2:30,2023,5,2,5/2/23,2,2,2:30,30,11,N,F3,5/2/23 1:30,301.6,301.6,0,0,0,0,0,0,0,0,0,0
5/2/23 2:45,2023,5,2,5/2/23,2,2,2:45,45,12,N,F3,5/2/23 1:45,297.7,297.7,0,0,0,0,0,0,0,0,0,0
5/2/23 3:00,2023,5,2,5/2/23,2,3,3:00,0,13,N,F3,5/2/23 2:00,303.9,303.9,0,0,0,0,0,0,0,0,0,0
5/2/23 3:15,2023,5,2,5/2/23,2,3,3:15,15,14,N,F3,5/2/23 2:15,301.6,301.6,0,0,0,0,0,0,0,0,0,0
5/2/23 3:30,2023,5,2,5/2/23,2,3,3:30,30,15,N,F3,5/2/23 2:30,300,300,0,0,0,0,0,0,0,0,0,0
5/2/23 3:45,2023,5,2,5/2/23,2,3,3:45,45,16,N,F3,5/2/23 2:45,300,300,0,0,0,0,0,0,0,0,0,0
5/2/23 4:00,2023,5,2,5/2/23,2,4,4:00,0,17,N,F3,5/2/23 3:00,300.3,300.3,0,0,0,0,0,0,0,0,0,0
5/2/23 4:15,2023,5,2,5/2/23,2,4,4:15,15,18,N,F3,5/2/23 3:15,299.7,299.6,0,0,0,0,0,0,0,0,0,0
5/2/23 4:30,2023,5,2,5/2/23,2,4,4:30,30,19,N,F3,5/2/23 3:30,300.3,300.3,0,0,0,0,0,0,0,0,0,0
5/2/23 4:45,2023,5,2,5/2/23,2,4,4:45,45,20,N,F3,5/2/23 3:45,301,301,0,0,0,0,0,0,0,0,0,0
5/2/23 5:00,2023,5,2,5/2/23,2,5,5:00,0,21,N,F3,5/2/23 4:00,301.3,301.3,0,0,0,0,0,0,0,0,0,0
5/2/23 5:15,2023,5,2,5/2/23,2,5,5:15,15,22,N,F3,5/2/23 4:15,305.6,305.6,0,0,0,0,0,0,0,0,0,0
5/2/23 5:30,2023,5,2,5/2/23,2,5,5:30,30,23,N,F3,5/2/23 4:30,312.9,312.8,0,0,0,0,0,0,0,0,0,0
5/2/23 5:45,2023,5,2,5/2/23,2,5,5:45,45,24,N,F3,5/2/23 4:45,315.5,315.5,0,0,0,0,0,0,0,0,0,0
5/2/23 6:00,2023,5,2,5/2/23,2,6,6:00,0,25,N,F3,5/2/23 5:00,322.1,322.1,0,0,0,0,0,0,0,0,0,0
5/2/23 6:15,2023,5,2,5/2/23,2,6,6:15,15,26,N,F3,5/2/23 5:15,332,332,0,0,0,0,0,0,0,0,0,0
5/2/23 6:30,2023,5,2,5/2/23,2,6,6:30,30,27,N,F3,5/2/23 5:30,330.3,330.3,0,0,0,0,0,0,0,0,0,0
5/2/23 6:45,2023,5,2,5/2/23,2,6,6:45,45,28,N,F3,5/2/23 5:45,330.6,330.3,0.2,0.2,0.1,0,0,0,0,0,0.1,0
5/2/23 7:00,2023,5,2,5/2/23,2,7,7:00,0,29,N,F2,5/2/23 6:00,340.7,338.6,2.1,2.1,1.4,0.104,0,0.1,0,0.1,0.4,0.1
5/2/23 7:15,2023,5,2,5/2/23,2,7,7:15,15,30,N,F2,5/2/23 6:15,356.4,348.1,8.3,8.3,5.2,0.904,0,0.9,0.1,0.4,1.3,0.5
5/2/23 7:30,2023,5,2,5/2/23,2,7,7:30,30,31,N,F2,5/2/23 6:30,383,376.2,6.8,6.8,4.1,0.992,0,1,0.1,0.3,1.1,0.4
5/2/23 7:45,2023,5,2,5/2/23,2,7,7:45,45,32,N,F2,5/2/23 6:45,392.1,385.1,7,7,3.7,1.232,0,1.2,0.1,0.3,1,0.8
